Image ID,Creator,Short Title,Created:from,Created:to,Uploaded,Image type,Technique,Language,Distribution at time of creation,(Digital) source,Source ID (if applicable),Country of origin,Exact location,Holding institution,Collection,Other copyright holders,Related images,ImgDB ID,Metadata editor
852,unknown,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 166,1660-01-01,1660-12-31,11.08.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum,,
852,?,    Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker /,,,,,,,,"  Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und
    Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget /
    und bestürmet / auch treue Lehrer und Prediger Göttlichen Worts /
    verachtet / verleumdet / gelästert und verfolget haben / mit vielen zur
    Sache dienlichen und nützlichen Kupffern / bloß zu Gottes Ehre.
    [Cöthen] 1701-1702.",,,,,,,,imgs/1660_AFG__852.jpg,m.griesse
853,unknown,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 166,1660-01-01,1660-12-31,11.08.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum,imgs/1660_AFG__853.jpg,m.griesse
854,unknown,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 166,1660-01-01,1660-12-31,11.08.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum,imgs/1660_AFG__854.jpg,m.griesse
855,unknown,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 166,1660-01-01,1660-12-31,11.08.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum,imgs/1660_AFG__855.jpg,m.griesse
856,unknown,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 166,1660-01-01,1660-12-31,11.08.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum,imgs/1660_AFG__856.jpg,m.griesse
857,unknown,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 166,1660-01-01,1660-12-31,11.08.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum,imgs/1660_AFG__857.jpg,m.griesse
858,unknown,Abbildung was die Quacker Wiedertauffer / Schwärmer / Freygeister und Rebellen / den 6. Januar Anno 166,1660-01-01,1660-12-31,11.08.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,DEU,Holy Roman Empire,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum,imgs/1660_DEU__858.jpg,m.griesse
859,unknown,[no title: comic strip showing the misdeeds of the Quakers],1660-01-01,1660-12-31,11.08.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum,imgs/1660_AFG__859.jpg,m.griesse
860,unknown,Verderben die Kirche zu St. Moritz vor Münster,1660-01-01,1660-12-31,11.08.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum,imgs/1660_AFG__860.jpg,m.griesse
861,unknown,Laufen und Schreyen auf öffentlicher Strasen thut Buße und laßet euch widertauffen den der König von,1660-01-01,1660-12-31,11.08.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum,imgs/1660_AFG__861.jpg,m.griesse
862,unknown,Widertauffer ermorden fromme Christen und mitbürcher,1660-01-01,1660-12-31,11.08.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum,imgs/1660_AFG__862.jpg,m.griesse
863,unknown,Widertauffer toben und wüten ferner,1660-01-01,1660-12-31,11.08.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum,imgs/1660_AFG__863.jpg,m.griesse
864,unknown,Quaker zwingen frommen Christen ihr Silber und Geschmeide ab,1660-01-01,1660-12-31,11.08.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,AFG,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum,imgs/1660_AFG__864.jpg,m.griesse
865,unknown,Wiedertaufferische Grausame Hinrichtung,1660-01-01,1660-12-31,11.08.2014,1,1,2,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum Pantheon / Und Geistliches Rüst-Hauß Wider die Alten Quacker / Und Neuen Frey-Geister / Welche die Kirche Gottes zeithero verunruhiget / und bes,,DEU,,,,,Johann Friedrich Corvinus: Anabaptisticum Et Enthusiasticum,imgs/1660_DEU__865.jpg,m.griesse
866,unknown,Bloody Butchery of the British Troops,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,AFG,,,,Bridgeman Art Library,,imgs/1765_AFG__866.jpg,monika
867,unknown,The Providential Detection,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,AFG,,,,Bridgeman Art Library,,imgs/1765_AFG__867.jpg,monika
869,unknown,An American reply to the British imposed Stamp Act / pub,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,GBR,,,,Bridgeman Art Library,,imgs/1765_GBR__869.jpg,monika
870,unknown,Benjamin Franklin Presenting his Opposition to the Taxes in 1766,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,imgs/1765_FRA__870.jpg,monika
871,Benjamin Wilson,The Repeal / or the Funeral Procession of Miss Americ.Stamp,1765-01-01,1765-12-31,11.10.2014,12,1,5,North America,www.bridgemanart.com,,FRA,North America,,,Bridgeman Art Library,,imgs/1765_FRA__871.jpg,monika
872,unknown,Chastisement of John Malcom by the Boston populace on January 25th 1774,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,imgs/1765_USA__872.jpg,monika
874,unknown,Collection of engravings depicting the American War of Independence,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,imgs/1765_USA__874.jpg,monika
875,unknown,Death of Crispus Attucks at the Boston Massacre,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,imgs/1765_USA__875.jpg,monika
876,unknown,Franz Xavier Habermann_General Howe's Redcoats,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1765_DEU__876.jpg,monika
878,unknown,General Eliott and his officers observing the destruction of the Floating batteries,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,GBR,,,,Bridgeman Art Library,,imgs/1765_GBR__878.jpg,monika
879,unknown,Hessian soldiers on the march / during the American Revolutionary War,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,imgs/1765_USA__879.jpg,monika
880,unknown,Jean Jacques Francois Le Barbier_The Surrender of Yorktown,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,imgs/1765_FRA__880.jpg,monika
881,unknown,Johannes Adam Simon Oertel_Pulling Down the Statue of King George III,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,imgs/1765_FRA__881.jpg,monika
882,unknown,John Trumbell_Signing the Declaration of Independence,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,imgs/1765_USA__882.jpg,monika
883,unknown,Lord Howe organizes the British evacuation of Boston,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,imgs/1765_USA__883.jpg,monika
884,unknown,Loyalists cut the Liberty Tree down in 1775_Probably showing the events,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,imgs/1765_USA__884.jpg,monika
885,unknown,Major John Andre / the British officer hanged for spying,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,imgs/1765_USA__885.jpg,monika
886,Paul Revere,The Bloody Massacre,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,Boston,Commonwealth Museum of Massachusetts / Boston,Commonwealth Museum of Massachusetts / Boston,Bridgeman Art Library,,imgs/1765_USA__886.jpg,monika
887,unknown,Generall Historie of Virginia / New England & the Summer Isles,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,imgs/1765_USA__887.jpg,monika
888,unknown,Public execution of murderers Joseph Hetherington and Philander Brace,1850-01-01,12/31/1900,11.10.2014,1,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,imgs/1850_USA__888.jpg,monika
889,unknown,Richard Simkin_Bunker Hill,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,GBR,,,,Bridgeman Art Library,,imgs/1765_GBR__889.jpg,monika
890,unknown,Rochambeau reviewing french troops in America,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,GBR,,,,Bridgeman Art Library,,imgs/1765_GBR__890.jpg,monika
891,unknown,The American Independence / a French frigate bringing the treaty to Boston,1788-01-01,1788-12-31,11.10.2014,1,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,imgs/1788_USA__891.jpg,monika
892,unknown,The Battle of Lexington,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,imgs/1765_USA__892.jpg,monika
893,unknown,The British surrendering to George Washington after Battle of Yorktown,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,GBR,,,,Bridgeman Art Library,,imgs/1765_GBR__893.jpg,monika
894,unknown,The execution of Sioux indians by the US authorities,1800-01-01,12/31/1900,11.10.2014,1,5,5,,www.bridgemanart.com,,USA,United States,,expired,Bridgeman Art Library,,imgs/1800_USA__894.jpg,monika
895,unknown,The Inhabitants of Boston Throw English-East Indian Tea in the Sea,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1765_DEU__895.jpg,monika
896,unknown,The Landing of a French Auxiliary Army at Rhode Island in America,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,DEU,,,,Bridgeman Art Library,,imgs/1765_DEU__896.jpg,monika
897,unknown,The Stamp Act Riots at Boston,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,USA,,,,Bridgeman Art Library,,imgs/1765_USA__897.jpg,monika
898,unknown,The Surrender of General John Burgoyne at the Battle of Saratoga,1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,imgs/1765_FRA__898.jpg,monika
899,unknown,Woman in a Day Dress with a hairstyle 'a la Belle Poule',1765-01-01,1783-12-31,11.10.2014,12,1,5,,www.bridgemanart.com,,FRA,,,,Bridgeman Art Library,,imgs/1765_FRA__899.jpg,monika
900,unknown,The slanderer and the snake quarrel about the first place in hell,1700-01-01,12/31/1900,11.11.2014,1,1,9,,http://enc.vkarp.com/wp-content/uploads/2014/05/%D0%B0%D0%B41592.jpg,,RUS,Russia,,,,,imgs/1700_RUS__900.jpg,m.griesse
901,unknown,Лубок иллюстрация о наказании Каина,1825-01-01,1875-12-31,11.11.2014,1,1,9,,http://bibliotekar.ru/rusLubok/15.htm,,RUS,Государственный исторический музей / Инв.  №  52789  И   Ш   61108,,,,,imgs/1825_RUS__901.png,m.griesse
902,Григорьев / Михаил В.,Расправа воеводы Мещеринова с участниками Соловецкого восстания 1668—1676 гг.,1780-01-01,1860-12-31,11.11.2014,1,1,9,,http://bibliotekar.ru/rusLubok/11.htm,,RUS,,,,,,imgs/1780_RUS__902.jpg,m.griesse
903,unknown,Лубок иллюстрация о наказании Каина (detail),1825-01-01,1875-12-31,11.11.2014,1,1,9,,http://bibliotekar.ru/rusLubok/15.htm,,RUS,Государственный исторический музей / Инв.  №  52789  И   Ш   61108,,,,,imgs/1825_RUS__903.jpg,m.griesse
904,unknown,Жертвоприношение Авраама (Adam's sacrifice),1790-01-01,1810-12-31,11.11.2014,1,1,9,,http://bibliotekar.ru/rusLubok/16.htm,,AFG,,Государственный исторический музей / Инв.  № 40137,,,,imgs/1790_AFG__904.jpg,m.griesse
905,Johann Bensheimer,Wunderlicher Anfang und Schmählicher Außgang Des Jüdischen Königes SABETHA SEBI,1666-01-01,1666-12-31,12.07.2014,1,2,2,,Maier / Ingrid. „Acht anonyme deutsche und polnische Sabetha Sebi-Drucke aus dem Jahre 1666: Auf der Spur nach dem Drucker“. Gutenberg-Jahrbuch 83 (2008): 141-160.Maier / Ingrid / und Wouter F. Pilger. „Polnische Fabelzeitung über Sabbatai Zwi übersetzt für den russischen Zaren (1666)“. Zeitschrift für slavische Philologie 62 / 2003 / S. 1–39. / Nr. 1 (2003): 1–39.,,POL,David Friedrich Rhete in Danzig,,,,,imgs/1666_POL__905.jpg,m.griesse
906,unknown,Sabathai Sevi ein falscher Massias/ Jacobus Melstinius ein falscher Messias,1700-01-01,1800-12-31,12/15/2014,12,1,2,,Shachar / Isaiah. The “Judensau”: A Medieval Anti-Jewish Motif and Its History. Warburg Institute Surveys & Texts 5. London: The Warburg Institute / University of London / 1974 / plate 40,,DEU,,Jerusalem / Israel Museum / 177/49. (Israel Museum) / vgl. Shachar / Judensau / p. xiv (on pl. 40),,,,imgs/1700_DEU__906.jpg,m.griesse
907,unknown,Fasten und Buße der Juden zu Salanick,1666-01-01,1666-12-31,12/15/2014,1,1,2,,http://sammlungen.ub.uni-frankfurt.de/judaicaffm/content/titleinfo/1098516,,DEU,,,,,,imgs/1666_DEU__907.jpg,m.griesse
908,unknown,Der Quacker und Freÿ-Geister Unhöffigkeit gegen den König in Engelland Karln den Andern,1660-01-01,1702-12-31,12/27/2014,1,5,2,,Corvinus / Anabaptisticum et Enthusiasticum (pdf S.724),,DEU,,,,,,imgs/1660_DEU__908.jpg,m.griesse
909,unknown,Neue Schwarm geister-Brut,1702-01-01,1702-12-31,12/27/2014,12,6,1,,Corvinus / Anabaptisticum et Enthusiasticum (pdf S.698),,DEU,,,,,,,
910,unknown,Schilo Sabothoj (German title / illegible in reproduction),1671-01-01,1671-12-31,12/31/2014,12,3,2,,http://www.jewishmuseum.org.uk/?unique_name=search-our-collections-new&adlibid=7330,,DEU,,Jewish Museum London Catalogue Number: AR 2242,,,reproduced in Scholem / The Mystical Messiah (check exact referece),imgs/1671_DEU__910.jpg,m.griesse
911,unknown,Die großen Ertz-Betrieger. Der falsche Messias Sabatai Sevi. König der Juden. Im 1666 Jahr,1666-01-01,,12/31/2014,1,1,2,,http://www.aic.pt/imagedetails/42930652_extInt0/akg_00813430-AKGimages-Sabbatai-Zevi-and-Jacob-Naylor-Portrait-1TK-100-F1.html  b/w version: https://www.flickr.com/photos/63794459@N07/6147222133/,,DEU,,Germanisches Nationalmuseum Nürnberg: Inv.Nr. HB9640,,,,imgs/1666_DEU__911.jpg,
912,sometimes attributed to Johann Martin Will,George Washington,1775-01-01,1775-12-31,02.11.2015,1,1,5,London / Great Britain / North America,http://www.loc.gov/pictures/item/2004666670/,,USA,possibly London / Great Britain,Library of Congress / Washington D.C. / USA,No known restrictions on publication,Library of Congress / Washington D.C. / USA,A hand-coloured copy is also held at the Winterthur Museum: http://museumcollection.winterthur.org/single-record.php?resultsperpage=40&view=gallery&srchtype=advanced&hasImage=&ObjObjectName=&CreOrigin=&Earliest=&Latest=&CreCreatorLocal_tab=C.%20&materialsearch=&ObjObjectID=&ObjCategory=Prints%20and%20Maps&DesMaterial_tab=&DesTechnique_tab=&AccCreditLineLocal=&CreMarkSignature=&recid=1959.1582%20A&srchfld=&srchtxt=&id=570a&rownum=1&version=100&src=results-imagelink-only#.VPnr7C6KIhRAnd another version is kept at Harvard University:http://oasis.lib.harvard.edu/oasis/deliver/~hou00166,imgs/1775_USA__912.jpg,monika
913,Johann Martin Will,George Washington,1775-01-01,1775-12-31,02.11.2015,1,1,5,London / Great Britain,http://www.loc.gov/pictures/resource/cph.3a07102/,,USA,Augsburg / Germany (engraved plate), London / Great Britain (printed copies),Library of Congress / Washington D.C. / USA,No known restrictions on publication,Library of Congress / Washington D.C. / USA,imgs/1775_USA__913.jpg,
914,Noel Le Mire,Le Général Washington,1780-01-01,1783-12-31,02.11.2015,12,1,6,North America / France,http://www.loc.gov/pictures/item/91720123/,,USA,France,Library of Congress / Washington D.C. / USA,No known restrictions on publication in the U.S. Use elsewhere may be restricted by other countries' laws.,Library of Congress / Washington D.C. / USA,Hart / 31Baker / 21Published in: The American Revolution in drawings and ,,
915,,Death of John André,,,,,,,,,Library of Congress,,,,,"Another copy available in: LOT 4412NA.Published in: The American Revolution in drawings and 					
prints	 a checklist of 1765-1790 graphics in the Library of Congress / 				
Compiled by Donald H. Cresswell / with a foreword by Sinclair H. 					
Hitchings. Washington : [For sale by the Supt. of Docs. / U.S. Govt. 					
Print. Off.] / 1975 / no. 317.Original engraving NOS 4/23/2004	",,,
916,Israel Putnam,Israel Putnam / Esq'r. - major general of the Connecticut forces,1775-01-01,1775-12-31,02.11.2015,12,1,5,Title from item.Catalogue of prints and drawings in the British Museum. Division I / political and personal satires / v. 5 / no. 5292Forms part of: British Cartoon  Prints Collection (Library of Congress).Published in: The American Revolution in drawings and ,http://www.loc.gov/pictures/item/2004666600/,,USA,London / Great Britain,Library of Congress / Washington D.C. / USA,,No known restrictions on publication.,,imgs/1775_USA__916.jpg,monika
